1,56.2096344529,56.6136945882,54.8163282138,55.6178818833,55.7114657307,56.4816559939,56.3682057287,56.06607008,56.2475443727,55.2047588924,56.1100811867,56.3367550266,56.2119077863,55.7252810504,54.1606686279,56.7352688033,55.9408934571,56.8102774816,56.0838641821,55.8946420836,55.8009581938,55.9709842435
2,49.0614678277,49.7920245845,48.1235924791,49.0804700918,49.2391951544,49.8887197545,48.8674533349,50.0821897071,49.7814936813,49.524263377,49.3223742559,49.8062756155,49.1402854397,48.2421129169,47.4892129249,49.8970462658,48.9217004458,50.1765213459,49.5682765638,49.5012671378,49.7269274864,49.1579391575
3,52.6787700271,53.2499813157,52.3339756012,52.773358782,52.6707664055,53.4474298803,52.5797271138,53.0502300021,53.298945742,52.5133287268,52.6961591505,53.1072693729,53.0208016957,53.2202651032,51.2614279772,53.3057173716,52.8502343438,53.691780286,53.3021037414,52.8604944319,52.6834778408,53.1083549676
4,56.4442964404,57.0737360621,56.1892085756,56.5001967041,56.4893133639,57.2063481298,56.203508638,57.1788708035,57.372146431,56.3437183899,56.5321217404,57.258214276,56.478398204,55.6237812296,54.9428863175,57.1797331713,56.1484756089,57.541396162,57.1847272679,56.8215587898,56.8845646575,56.9367201044
5,53.1248468102,53.7211226174,52.4869312674,53.5888450478,53.1566241547,54.0890651143,52.952609718,53.6390921769,53.9291473165,53.2604295156,53.1986116413,53.8803358009,53.2936495407,52.745996698,51.1573356766,53.896337421,53.0246329765,54.3098193432,53.7830060898,53.5044855369,53.4732415032,53.4633713361
6,37.9940150824,38.0811532124,36.5952243412,37.4619344075,37.4308987392,37.800276153,37.593375757,37.6060864196,37.7853782056,36.9288253329,37.773021093,37.8085553934,37.5679421194,37.0100448136,36.3833144312,38.1254592342,37.3948806595,37.9907115328,37.4796917645,37.5704638934,37.663274545,37.492854063
7,46.4948646297,47.2245338699,45.7806659162,46.6165703585,46.4780805011,47.1902354949,46.4243257296,47.0936055338,47.0984811261,46.8184729364,46.6630370227,47.1409017252,47.0087470856,46.1477640385,45.1020765197,47.3001725085,46.8276087533,47.4833542455,47.2976250797,46.8268813,46.751109413,46.9060827821
8,66.4398534938,66.7137650207,64.0821833771,65.4985713225,65.6270224853,66.3805731159,65.9844130586,66.1015136655,66.2489068792,64.9869499539,66.0554863758,66.2916261945,65.97146643,64.8354653203,63.5131891402,66.7860824119,65.7067422791,66.7567052865,66.0806320123,65.8964525528,66.061662103,65.5584734089
9,56.3338708718,56.6968208881,55.929453698,56.3488746097,56.1140517109,56.8452713712,55.8234065036,56.4644917023,56.7370196194,55.8800389865,56.1849389227,56.5519783144,56.3659375237,56.730183239,54.737034273,56.8953183747,56.1923554893,57.1352411888,56.5225389422,56.762320322,56.1297734707,56.5741311617
10,57.7895686731,58.2151210661,56.9917864223,57.5444199273,57.3209390327,58.0944489467,57.2510020932,57.8412928141,57.9746199328,57.0123707393,57.4764897502,57.9292392251,57.9269826291,57.0881072036,55.6397478536,58.2942800536,57.6974389627,58.398344465,57.7625208618,57.5576778517,57.5497330806,57.7223429044
11,71.0775332923,71.9150936548,69.2652648995,70.9384157303,70.6603683428,71.7874671634,70.5466921552,71.4244891599,71.6493780645,71.0129065406,71.1732248255,71.5909963125,71.3864425396,70.0245417915,68.4151488968,72.0780620883,71.0499845884,72.2101524858,71.7813304201,71.2714053928,71.1569273912,70.9838940862
12,55.253837898,56.1669864369,54.8421013333,55.5646805843,55.4418349358,56.3229715985,55.4476349018,55.8555077565,56.1392138056,55.6275896254,55.55402283,56.0410382988,55.909835694,55.6126408925,53.8892346718,56.2534398991,55.7077297759,56.6447443745,56.5337910027,55.7783498705,55.5055398145,55.9639248623
13,48.8677795836,49.2740142787,48.5515670842,48.8089009226,48.5537676571,49.1912302258,48.3382391731,48.8507543448,49.0443721374,48.3114103093,48.6635220187,49.117561162,49.2542625501,48.3117735539,47.3354452558,49.3752561504,49.050078367,49.3747916904,48.9050619891,48.8388598007,48.6573562375,48.9743688903
14,44.6258057882,44.8689610396,43.1246637016,44.4244600378,44.9498770252,44.9295752426,44.2261178224,44.7177542138,45.0024833871,43.6882616428,44.6912549256,45.2153231554,44.3855274013,43.3679448864,42.7064827374,44.9054798982,44.1333672409,45.1674821981,44.3118715047,44.9271388759,45.1917586923,44.0809137189
15,33.6227765364,34.3249575451,33.0815126999,34.2389513954,33.975164839,34.6234305136,33.6966456827,34.7195898272,34.4812572069,34.4321556856,33.8737494307,34.4906706715,34.0847955437,33.4186908591,32.5897561301,34.5238617001,33.8814685151,34.8218653437,34.6880936989,34.3071533706,33.8943279774,34.0990106988
16,57.4556457446,57.7650979982,55.7613790293,56.9354339991,57.3502997798,57.9835757753,57.3189518028,57.9995139561,57.8882183494,56.5677248409,57.5440481183,58.0494248758,57.2203591699,55.9373150612,55.0221375886,57.9470008139,56.9203169175,58.2995998367,57.4795088277,57.7398370886,58.035397227,57.0965293659
17,57.3094698425,57.5778004207,55.9904568784,56.6186079172,56.8116147014,57.4323089031,56.8383108606,57.4172005351,57.4182106868,56.2950359725,56.9625649824,57.4743706376,57.1618989646,56.2248025247,55.0926832306,57.6879051012,56.9357157515,57.7341865215,57.0921928771,57.0847392556,57.4382600582,56.9707867125
18,74.2473797668,74.3873705986,71.2444400794,73.231361856,73.4141702429,74.0434620332,73.7201011851,73.805912271,74.1688123902,72.0904677874,73.7471882185,74.1335572928,73.4930973578,72.3645424885,70.6183683429,74.3800428082,73.1687451449,74.4604338452,73.2984899851,73.6627417483,74.0731547447,73.0899465398
19,48.9921967683,49.2818941579,47.979784494,48.6610890995,48.622149222,49.2207518039,48.6774079048,49.0081727407,49.1530327545,48.2910194157,48.8588995066,49.1287991657,48.9395568033,48.5579949498,47.2031268394,49.3245508514,48.7218928496,49.4879560892,48.9643390154,48.808211313,48.9685206163,48.8705688202
20,57.6888160479,58.3731206033,57.3866368575,57.7660381455,57.5469293148,58.1975264531,57.1522513331,58.0507295885,58.2045747639,57.5116598649,57.607513714,58.1348827137,57.9929797752,57.1706787136,55.9969845211,58.3914165518,57.7015992624,58.5149745479,58.2314928271,57.7111535195,57.6759789857,58.1633794172
21,59.466270494,59.7235947675,57.9827442942,58.7334005055,58.802955942,59.5126446816,58.7771621054,59.3205717583,59.4582090034,58.3802798839,59.0591159548,59.5761524791,59.2559708955,57.9044714402,57.1273338992,59.7512093553,58.953818557,59.8352330986,59.2194391272,59.181293309,59.3623761863,59.1015685107
22,45.2733488828,45.5439887924,43.8242342885,45.0169772121,45.1824438203,45.7011453854,45.0829514429,45.5403347758,45.6066836577,44.5487813734,45.3695739756,45.8662201793,45.0681113922,44.2153907134,43.4116479149,45.5790380556,44.8430374207,45.9086393683,45.1796394151,45.4813633669,45.8737340744,44.8109098735
23,45.3447642574,45.5203516302,43.5177087443,44.8269368547,45.0174637284,45.5183279569,44.9872734811,45.3344172925,45.4489023426,44.3334495027,45.2798074928,45.6303356218,44.9960379626,44.1256012492,43.0954713694,45.527855664,44.7586485638,45.7644685555,45.2293020924,45.2699346655,45.650823532,44.60403223
24,40.6904119243,41.032871274,40.564135635,40.867048945,40.5405384883,41.1687292429,40.3158112964,40.777598074,41.0725764103,40.2293583144,40.5395035552,40.9037454434,40.7310874793,40.9360664736,39.3884937775,41.1461959153,40.5045397125,41.3532280851,40.8088994801,40.6851413368,40.6728566019,40.8716617622
25,54.3584330002,55.4110353832,53.5311822042,54.6517777016,54.6779601664,55.4876133951,54.2428358581,55.4007145226,55.3914664135,54.7824118154,54.6231593009,55.4277533352,55.1989720492,53.8470168004,52.8280082282,55.4979771901,55.0022470748,55.7686529094,55.3324955369,55.0258931264,54.6667900342,55.0001812609
26,51.9409834249,52.237720409,50.5121926158,51.3701600719,51.4305321416,52.1018294906,52.0550323585,51.7249529555,51.9007822316,50.8559911713,51.8458748238,51.9846091154,51.7841292717,51.2735403927,49.9897995674,52.385019545,51.5363425373,52.4007693132,51.7024227902,51.5915879432,51.5463820844,51.5604267843
27,61.6361801004,61.7385513574,59.4150360933,60.586440306,60.7299666849,61.4445615456,60.9359206298,61.195380475,61.3585546738,60.0404690449,61.1776466265,61.3744642681,61.0140504586,60.5229123428,58.8107299441,61.7304462106,60.7426060403,61.7911810856,61.0494296195,61.0465306204,61.2303190237,60.8135944835
28,29.9698565872,30.2564523299,29.1091077177,29.874347077,29.8274204678,30.2378088317,29.826985083,30.0862309509,30.1917125102,29.6603010182,30.0079727501,30.1990388093,29.9526225071,29.3643884247,28.7269047814,30.3391753785,29.7993430378,30.4234482669,30.3023435672,30.0287862157,30.0799735374,29.8237634547
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
